record_id,source_file,listing_id,monthly_rent_lkr,log_monthly_rent_lkr,property_type,district,location,furnishing_status,source,bedrooms,bathrooms,floor_area_sqft,land_perches,floor_number,car_parking_spaces,deposit_months,advance_months,lease_term_months,posted_year,posted_month,amenity_count,amenity_24_hour_security,amenity_3_phase_electricity,amenity_ac_rooms,amenity_attached_toilets,amenity_backup_generator,amenity_balcony,amenity_bbq_area,amenity_beachfront_sea_view,amenity_brand_new,amenity_business_center,amenity_cable_sat_tv,amenity_cafe_restaurant,amenity_central_ac,amenity_club_house,amenity_fiber_internet,amenity_fire_detection,amenity_fully_furnished,amenity_garage,amenity_garbage_removal,amenity_gated_community,amenity_gym,amenity_home_security_system,amenity_hot_water,amenity_internet,amenity_jogging_track,amenity_kids_play_area,amenity_laundry,amenity_lawn_garden,amenity_lifts,amenity_luxury_specs,amenity_maids_room,amenity_maids_toilet,amenity_on_site_parking,amenity_outdoor_garden,amenity_overhead_water_storage,amenity_pet_friendly,amenity_private_entrance,amenity_private_pool,amenity_roof_top_garden,amenity_separate_kitchen,amenity_serviced_apartment,amenity_sport_facilities,amenity_swimming_pool,amenity_waterfront_riverside,is_short_term,has_description,description_length,feature_anomaly_count
b7c09014eeeab114,apartment_rentals_properties.csv,super-luxury-apartment-for-rent-in-emperor-residence-colombo-3-for-rent-colombo,700000,13.45883704259595,Apartment,Colombo,Colombo 3,unknown,ikman_category,3,3,1600,0,0,0,0,0,0,2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,192,0
52e3fcbb3f56c889,apartment_rentals_properties.csv,super-luxury-apartment-for-rent-in-colombo-5-for-rent-colombo-5,200000,12.206077645517674,Apartment,Colombo,Colombo 5,unknown,ikman_category,2,2,1100,0,0,0,0,0,0,2023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,189,0
8818911360f3f449,apartment_rentals_properties.csv,super-luxury-apartment-for-rent-in-colombo-4-for-rent-colombo-1,150000,11.918397239722838,Apartment,Colombo,Colombo 4,unfurnished,ikman_category,3,3,1600,0,0,0,0,0,0,2023,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,173,0
e552f2d410364152,apartment_rentals_properties.csv,fully-furnished-luxury-apartment-for-rent-in-colombo-5-for-rent-colombo,200000,12.206077645517674,Apartment,Colombo,Colombo 5,furnished,ikman_category,3,3,1750,0,0,0,0,0,0,2023,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,175,0
ecdc11b5ace5af37,apartment_rentals_properties.csv,super-luxury-apartment-for-rent-in-cinnamon-life-colombo-2-for-rent-colombo-1,600000,13.304686600863562,Apartment,Colombo,Colombo 2,furnished,ikman_category,2,2,1267,0,0,0,0,0,0,2023,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,108,0
6f4219a6cf65b272,apartment_rentals_properties.csv,elegantly-apartment-for-rent-at-dehiwala-sea-view-for-rent-colombo,180000,12.100717685412471,Apartment,Colombo,Dehiwala,unknown,ikman_category,3,2,1535,0,0,0,0,0,0,2023,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,184,0
f088f323a8575600,apartment_rentals_properties.csv,fully-furnished-apartment-for-rent-in-mount-lavinia-sn-126-for-rent-colombo,115000,11.652696102959753,Apartment,Colombo,Mount Lavinia,furnished,ikman_category,2,2,900,0,0,0,0,0,0,2022,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,172,0
1d950cf9b9531a86,apartment_rentals_properties.csv,fully-furnished-luxury-apartment-for-rent-in-wellawatta-colombo-6-for-rent-colombo-2,130000,11.775297421715827,Apartment,Colombo,Colombo 6,furnished,ikman_category,3,2,1250,0,0,0,0,0,0,2022,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,190,0
3718f417d22138b8,apartment_rentals_properties.csv,super-luxury-apartment-for-rent-in-blue-ocean-mount-lavinia-for-rent-colombo,165000,12.013706813470414,Apartment,Colombo,Mount Lavinia,unknown,ikman_category,2,2,1200,0,0,0,0,0,0,2023,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,156,0
6727c24dbdbd2a8e,apartment_rentals_properties.csv,brand-new-apartment-for-rent-in-colombo-4-for-rent-colombo-5,150000,11.918397239722838,Apartment,Colombo,Colombo 4,unknown,ikman_category,3,3,1550,0,0,0,0,0,0,2023,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,173,0
090710dc3c1a20c9,apartment_rentals_properties.csv,spacious-apartment-for-rent-in-colombo-5-for-rent-colombo,175000,12.07254696717504,Apartment,Colombo,Colombo 5,unknown,ikman_category,4,3,1850,0,0,0,0,0,0,2022,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,169,0
3fa776a34b6cec37,apartment_rentals_properties.csv,4-bed-rooms-apartment-for-rent-in-havelock-city-for-rent-colombo,295000,12.59473402514672,Apartment,Colombo,Colombo 5,unknown,ikman_category,4,3,1700,0,0,0,0,0,0,2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,181,0
c3cb7dba3737f429,apartment_rentals_properties.csv,3br-fully-furnished-apartment-for-rent-in-colombo-03-for-rent-colombo,250000,12.429220196836383,Apartment,Colombo,Colombo 3,unknown,ikman_category,3,2,1600,0,0,0,0,0,0,2023,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,184,0
70b3a67322f30bf1,apartment_rentals_properties.csv,brand-new-luxury-apartment-for-rent-in-mount-lavinia-for-rent-colombo-32,100000,11.51293546492023,Apartment,Colombo,Mount Lavinia,unknown,ikman_category,3,2,1250,0,0,0,0,0,0,2022,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,171,0
e0b6ec556d9cdee5,apartment_rentals_properties.csv,brand-new-super-luxury-apartment-for-rent-in-colombo-city-center-co-2-for-rent-colombo-1,550000,13.217675375388819,Apartment,Colombo,Colombo 2,furnished,ikman_category,2,2,1100,0,0,0,0,0,0,2022,0,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,123,0
d99ecbd292dcbe0e,apartment_rentals_properties.csv,luxury-apartment-for-rent-in-havelock-rd-colombo-5-tef-za190-for-rent-colombo,200000,12.206077645517674,Apartment,Colombo,Colombo 5,furnished,ikman_category,2,2,1100,0,0,0,0,0,0,2022,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,167,0
bdbc6168e255af83,apartment_rentals_properties.csv,luxury-2-bedroom-furnished-apartment-mount-lavinia-for-rent-colombo,174000,12.066816325306588,Apartment,Colombo,Mount Lavinia,furnished,ikman_category,2,2,800,0,0,0,0,0,0,2023,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,172,0
aceb2971ad76e55d,apartment_rentals_properties.csv,colombo-5-anula-road-furnished-apartment-for-rent-for-rent-colombo-1,100000,11.51293546492023,Apartment,Colombo,Colombo 5,furnished,ikman_category,3,2,1100,0,0,0,0,0,0,2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,165,0
f423ae5c90363f6a,apartment_rentals_properties.csv,luxury-apartment-for-rent-in-ebenezer-place-dehiwala-for-rent-colombo,160000,11.982935344196433,Apartment,Colombo,Dehiwala,furnished,ikman_category,3,3,1365,0,0,0,0,0,0,2022,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,192,0
b43d902bb31561f8,apartment_rentals_properties.csv,brand-new-apartment-for-rent-in-moratuwa-for-rent-colombo-1,79000,11.277215789596893,Apartment,Colombo,Moratuwa,unknown,ikman_category,3,3,1300,0,0,0,0,0,0,2022,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,173,0
d52063176482e5b4,apartment_rentals_properties.csv,3-bedroom-apartment-for-rent-in-colombo-for-rent-colombo-20,165000,12.013706813470414,Apartment,Colombo,Colombo 3,unknown,ikman_category,3,3,1566,0,0,0,0,0,0,2022,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,172,0
b1022f7fb24832cc,apartment_rentals_properties.csv,luxury-apartment-for-rent-in-borella-ref-za201-for-rent-colombo,175000,12.07254696717504,Apartment,Colombo,Colombo 8,furnished,ikman_category,1,2,1200,0,0,0,0,0,0,2023,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,165,0
2017df2896a2fce3,apartment_rentals_properties.csv,luxury-apartment-for-rent-in-nugegoda-ref-za198-for-rent-colombo,150000,11.918397239722838,Apartment,Colombo,Nugegoda,furnished,ikman_category,3,3,1462,0,0,0,0,0,0,2022,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,173,0
d8783fae3f59c086,apartment_rentals_properties.csv,new-luxury-apartment-for-rent-in-trend-marine-dehiwala-for-rent-colombo,110000,11.608244735642321,Apartment,Colombo,Dehiwala,unfurnished,ikman_category,3,3,1300,0,0,0,0,0,0,2023,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125,0
85c644dae2f9272f,apartment_rentals_properties.csv,brand-new-apartment-for-rent-in-dehiwala-for-rent-colombo-110,110000,11.608244735642321,Apartment,Colombo,Dehiwala,unfurnished,ikman_category,3,2,1250,0,0,0,0,0,0,2023,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,165,0
d355d0c3b03f1e07,apartment_rentals_properties.csv,fully-furnished-apartment-for-rent-in-wellawatte-colombo-6-for-rent-colombo-1,120000,11.695255355062795,Apartment,Colombo,Colombo 6,furnished,ikman_category,2,2,1000,0,0,0,0,0,0,2023,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,171,0
b0823300e0e79280,apartment_rentals_properties.csv,brand-new-apartment-for-rent-in-colombo-5-sa-193-for-rent-colombo,110000,11.608244735642321,Apartment,Colombo,Colombo 5,unfurnished,ikman_category,3,2,1400,0,0,0,0,0,0,2022,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,170,0
7b5443958fbebd35,apartment_rentals_properties.csv,luxury-apartment-for-rent-in-emperor-tower-col-02-ref-za165-for-rent-colombo,450000,13.017005083966255,Apartment,Colombo,Colombo 2,furnished,ikman_category,3,3,1700,0,0,0,0,0,0,2022,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,166,0
3c4beca143ba1879,apartment_rentals_properties.csv,brand-new-luxury-apartment-for-rent-in-dehiwala-for-rent-colombo-170,110000,11.608244735642321,Apartment,Colombo,Dehiwala,unfurnished,ikman_category,3,3,1250,0,0,0,0,0,0,2023,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,192,0
b029f85c87777670,apartment_rentals_properties.csv,new-luxury-apartment-for-rent-in-dehiwala-for-rent-colombo-19,110000,11.608244735642321,Apartment,Colombo,Dehiwala,unfurnished,ikman_category,3,3,1250,0,0,0,0,0,0,2023,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,192,0
5e2569265774f64b,apartment_rentals_properties.csv,brand-new-super-luxury-apartment-for-rent-in-prime-land-colombo-8-for-rent-colombo,200000,12.206077645517674,Apartment,Colombo,Colombo 8,unfurnished,ikman_category,3,3,1310,0,0,0,0,0,0,2022,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,173,0
8c3eb67847a56ab0,apartment_rentals_properties.csv,two-bedrooms-fully-furnished-apartment-for-rent-in-astoria-colombo-03-for-rent-colombo,400000,12.899222326086994,Apartment,Colombo,Colombo 3,furnished,ikman_category,2,3,1100,0,0,0,0,0,0,2022,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,169,0
16e92f2dfb7b1ea7,apartment_rentals_properties.csv,furnished-apartment-for-rent-in-colombo-3-c7-2538-for-rent-colombo,375000,12.834683971615659,Apartment,Colombo,Colombo 3,furnished,ikman_category,3,3,2200,0,0,0,0,0,0,2022,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,169,0
52c60a2097fc4e04,apartment_rentals_properties.csv,furnished-apartment-for-rent-in-rajagiriya-c7-2536-for-rent-colombo,640000,13.369225017834633,Apartment,Colombo,Rajagiriya,furnished,ikman_category,3,2,1800,0,0,0,0,0,0,2022,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,185,0
c040a8ffbe2cdac9,apartment_rentals_properties.csv,3-br-fully-furnished-luxury-apartment-rent-in-astoria-colombo-03-for-rent-colombo,660000,13.399996629152975,Apartment,Colombo,Colombo 3,furnished,ikman_category,3,3,1800,0,0,0,0,0,0,2023,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,169,0
b145c8da6aaaf0c5,apartment_rentals_properties.csv,furnished-apartment-for-rent-in-sea-side-colombo-06-c7-2540-for-rent-colombo,110000,11.608244735642321,Apartment,Colombo,Colombo 6,furnished,ikman_category,3,2,1250,0,0,0,0,0,0,2022,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,172,0
66f97313a97a9bde,apartment_rentals_properties.csv,luxury-apartment-for-rent-in-trillium-colombo-8-for-rent-colombo,200000,12.206077645517674,Apartment,Colombo,Colombo 8,furnished,ikman_category,3,3,1650,0,0,0,0,0,0,2023,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,113,0
c2c94dca685e2cd4,apartment_rentals_properties.csv,super-luxury-apartment-for-rent-in-shangri-la-residence-colombo-2-for-rent-colombo,700000,13.45883704259595,Apartment,Colombo,Colombo 2,furnished,ikman_category,2,2,1875,0,0,0,0,0,0,2023,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,172,0
9eede3e18db8c7a4,apartment_rentals_properties.csv,luxury-apartment-for-rent-in-colombo-6-for-rent-colombo-11,230000,12.345838935721968,Apartment,Colombo,Colombo 6,furnished,ikman_category,3,3,1463,0,0,0,0,0,0,2023,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,170,0
470936693938580c,apartment_rentals_properties.csv,brand-new-luxury-apartment-for-rent-in-colombo-4-for-rent-colombo-14,180000,12.100717685412471,Apartment,Colombo,Colombo 4,unknown,ikman_category,3,3,1450,0,0,0,0,0,0,2023,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,173,0
e354ea9775239e1c,apartment_rentals_properties.csv,2br-fully-furnished-apartment-for-rent-at-ccc-colombo-2-for-rent-colombo,400000,12.899222326086994,Apartment,Colombo,Colombo 2,furnished,ikman_category,2,2,1249,0,0,0,0,0,0,2023,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,167,0
fe11ee5e591fdcf3,apartment_rentals_properties.csv,fully-furnished-luxury-apartment-for-rent-in-mount-lavinia-for-rent-colombo-3,100000,11.51293546492023,Apartment,Colombo,Mount Lavinia,furnished,ikman_category,2,2,1000,0,0,0,0,0,0,2022,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,172,0
d7dc86a25abcb06d,apartment_rentals_properties.csv,apartment-for-rent-in-sky-garden-rajagiriya-c7-1779-for-rent-colombo,991000,13.80647082239335,Apartment,Colombo,Rajagiriya,unfurnished,ikman_category,4,4,2500,0,0,0,0,0,0,2022,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,168,0
e04f14b25836ded7,apartment_rentals_properties.csv,super-luxury-apartment-for-rent-in-cinnamon-life-suites-colombo-2-for-rent-colombo,750000,13.527829818844937,Apartment,Colombo,Colombo 2,furnished,ikman_category,2,2,1250,0,0,0,0,0,0,2023,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,173,0
b3b81b2169c02098,apartment_rentals_properties.csv,apartment-for-rent-in-castle-lane-bambalapitiya-ref-za151-for-rent-colombo-1,175000,12.07254696717504,Apartment,Colombo,Colombo 4,furnished,ikman_category,3,3,1800,0,0,0,0,0,0,2023,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,165,0
d3649821542cfa83,apartment_rentals_properties.csv,fully-furnished-luxury-apartment-for-rent-in-colombo-4-for-rent-colombo-7,200000,12.206077645517674,Apartment,Colombo,Colombo 4,furnished,ikman_category,3,2,1700,0,0,0,0,0,0,2023,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,162,0
688a8b7f070df4f0,apartment_rentals_properties.csv,cinnamon-life-apartment-for-rent-colombo-2-for-rent-colombo,1000000,13.815511557963774,Apartment,Colombo,Colombo 2,unknown,ikman_category,2,2,1400,0,0,0,0,0,0,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,122,0
89f9d1aee4e442dc,apartment_rentals_properties.csv,super-luxury-fully-furniture-apartment-for-rent-rajagiriya-for-rent-colombo,430000,12.971542813248437,Apartment,Colombo,Rajagiriya,unknown,ikman_category,3,3,3200,0,0,0,0,0,0,2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,157,0
2e95e35a3c634e38,apartment_rentals_properties.csv,luxury-02br-apartment-for-rent-in-royal-park-rajagiriya-for-rent-colombo,150000,11.918397239722838,Apartment,Colombo,Rajagiriya,unknown,ikman_category,2,2,1800,0,0,0,0,0,0,2022,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,164,0
60c4097b39e221e7,apartment_rentals_properties.csv,brand-new-luxury-apartment-for-rent-in-colombo-4-for-rent-colombo-15,180000,12.100717685412471,Apartment,Colombo,Colombo 4,unfurnished,ikman_category,3,3,1500,0,0,0,0,0,0,2023,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,173,0
e19fa92b0495831b,apartment_rentals_properties.csv,3b-1200-sqft-apartment-for-rent-at-treasure-trove-in-colombo-8-sa-385-for-rent-colombo,160000,11.982935344196433,Apartment,Colombo,Colombo 8,unknown,ikman_category,3,2,1200,0,0,0,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,173,0
f386d3dd1b7fcce6,apartment_rentals_properties.csv,fully-furnished-apartment-for-rent-in-colombo-4-for-rent-colombo-43,180000,12.100717685412471,Apartment,Colombo,Colombo 4,unknown,ikman_category,2,2,1100,0,0,0,0,0,0,2022,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,172,0
dbff45ac2b4d4ea1,apartment_rentals_properties.csv,super-luxury-apartment-for-rent-in-shangri-la-colombo-2-for-rent-colombo,780000,13.567050480716235,Apartment,Colombo,Colombo 2,furnished,ikman_category,2,2,1250,0,0,0,0,0,0,2023,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,168,0
53adfc79a64da601,apartment_rentals_properties.csv,brand-new-super-luxury-apartment-for-rent-in-cinnamon-life-colombo-2-for-rent-colombo,500000,13.122365377402328,Apartment,Colombo,Colombo 2,furnished,ikman_category,2,2,1250,0,0,0,0,0,0,2023,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,173,0
e482f3c3df0690e6,apartment_rentals_properties.csv,super-luxury-apartment-for-rent-in-emperor-colombo-3-for-rent-colombo,700000,13.45883704259595,Apartment,Colombo,Colombo 3,furnished,ikman_category,3,3,1850,0,0,0,0,0,0,2023,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,150,0
6c83a1590f76e4fe,apartment_rentals_properties.csv,trillium-apartment-for-rent-in-colombo-8-ca518-for-rent-colombo,245000,12.409017571151187,Apartment,Colombo,Colombo 8,furnished,ikman_category,3,2,1875,0,0,0,0,0,0,2022,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,188,0
2fed259023707687,apartment_rentals_properties.csv,super-luxury-apartment-for-rent-in-prime-aqua-nawala-for-rent-colombo,160000,11.982935344196433,Apartment,Colombo,Nawala,unknown,ikman_category,2,2,990,0,0,0,0,0,0,2023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,172,0
7fe1a244386e6fab,apartment_rentals_properties.csv,brand-new-luxury-apartment-for-rent-in-dehiwala-for-rent-colombo-160,150000,11.918397239722838,Apartment,Colombo,Dehiwala,furnished,ikman_category,3,2,1300,0,0,0,0,0,0,2022,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,183,0
b51dfd9434c7efa0,apartment_rentals_properties.csv,luxury-apartment-for-rent-in-royal-park-rajagiriya-ref-za128-for-rent-colombo-1,250000,12.429220196836383,Apartment,Colombo,Rajagiriya,furnished,ikman_category,3,2,1400,0,0,0,0,0,0,2022,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,166,0
