ad_title,ad_description,details,slug,title,type,price,timestamp,posted_date,deactivation_date,category,parent_category,location,geo_region,area,is_delivery_free,is_doorstep_delivery,is_dsd_applicable,is_member,is_authorized_dealer,is_featured_member,is_verified,membership_level,member_since,properties,user
03 Story Commercial Building Rent At Duplication Road Colombo 04 | ikman,"03 Story Commercial Building Rent At Duplication Road Colombo 04

9300 sqft 

Each floor 3100sqft  

G+2 

Each floor has 6 M/F  toilets , 

Provision for generator space...","9,300 sqft",03-story-commercial-building-rent-at-duplication-road-colombo-04-for-rent-colombo-1,03 Story Commercial Building Rent At Duplication Road Colombo 04,for_rent,"Rs 1,200,000 /month",06 Feb 11:02 pm,2023-02-06T23:02:18+05:30,2022-05-26T07:04:40.000Z,Commercial Property Rentals,Property,Colombo 4,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,July 2016,"{'Property type': 'Building', 'Address': 'Duplication Road', 'Size': '9,300 sqft'}",8fd0cadb83d99e493b38b9d904e24ce91a73820f27b78e00a1ff6e7b7f0cd72c
Ideal Property for A School/ Institute - Long Term Lease- Rajagiriya | ikman,"â¢ Our Reference No LC 740
   (Please quote this reference number when inquiring)

â¢ Ideal for a school/ institute
â¢ 25,000 Sqft
â¢ Land extent : 1 Acre
â¢ 100m from Sri Jay...","25,000 sqft",ideal-property-for-a-school-institute-long-term-lease-rajagiriya-for-rent-colombo,Ideal Property for A School/ Institute - Long Term Lease- Rajagiriya,for_rent,"Rs 3,000,000 /month",02 Dec 1:13 pm,2022-12-02T13:13:56+05:30,2021-12-05T06:13:31.000Z,Commercial Property Rentals,Property,Rajagiriya,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,May 2016,"{'Property type': 'Other', 'Address': 'Rajagiriya', 'Size': '25,000 sqft'}",516860ba909827bb289f8fe9e0302c5fd77d3aac3181e7bf1b12792b376e8455
6000 Sqft Office Space for Rent in Rajagiriya | ikman,"â¢Our Reference No LC 724
  (Please quote this reference number when inquiring)

â¢Walking distance from McDonald's, Rajagiriya
â¢Number of Floors 02
â¢Number of Bathrooms 04...","6,000 sqft",6000-sqft-office-space-for-rent-in-rajagiriya-for-rent-colombo,6000 Sqft Office Space for Rent in Rajagiriya,for_rent,"Rs 600,000 /month",01 Apr 8:29 pm,2023-04-01T20:29:23+05:30,2021-12-05T06:02:53.000Z,Commercial Property Rentals,Property,Rajagiriya,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,May 2016,"{'Property type': 'Building', 'Address': 'Rajagiriya', 'Size': '6,000 sqft'}",516860ba909827bb289f8fe9e0302c5fd77d3aac3181e7bf1b12792b376e8455
40 Studio Building for Rent Maharagama | ikman,"Locatedinold kottawa road facing the main road
40 STUDIO APARTMENTS
BASEMENT CAR PARK
TV/AC/FRIDGE/HOT WATER/LIFT/FURNISHED
OFFICE ROOM
IDEAL FOR HOTEL/HOSPITAL/ OFFICE","20,000 sqft",40-studio-building-for-rent-maharagama-for-rent-colombo,40 Studio Building for Rent Maharagama,for_rent,"Rs 2,500,000 /month",06 Feb 10:22 pm,2023-02-06T22:22:06+05:30,2022-02-05T09:26:11.000Z,Commercial Property Rentals,Property,Maharagama,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,False,plus,March 2019,"{'Property type': 'Building', 'Address': '141 old kottawa road nawinna maharagama', 'Size': '20,000 sqft'}",aade200305b1b5e1fed61af4469abc26bfa8a772c69e970f1ff5f47f4bc6f87a
Building for rent in Rajagiriya | ikman,"5 floors 10 bathrooms
passenger and Service lift
Tiled floor 
20 vehicle parking 
30ft road access 
700m to rajagiriya 
1.8km to nawala 
most suitable to office ,showroom...","9,000 sqft",building-for-rent-in-rajagiriya-for-rent-colombo-34,Building for rent in Rajagiriya,for_rent,"Rs 600,000 /month",01 Mar 12:16 am,2023-03-01T00:16:53+05:30,2022-08-04T16:09:05.000Z,Commercial Property Rentals,Property,Rajagiriya,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,plus,August 2018,"{'Property type': 'Building', 'Address': 'nawala road nugegoda', 'Size': '9,000 sqft'}",98536104ebbbcc99ac1fea2902d77f7ca07ea977d49a14bd0787141cad3e3c8b
Commercial Property For Rent in Rosmed Place Col 07 Ref ZA168 | ikman.lk,"Commercial Property For Rent In Rosmed Place,Col 07.
5 Bedroom 
4 Bathroom 
Unfurnished 
6000 SQFT 
5 Car Park 
Staff Room
Located in Heart of Colombo 
Convenient Locatio...","6,000 sqft",commercial-property-for-rent-in-rosmed-place-col-07-ref-za168-for-rent-colombo,Commercial Property For Rent in Rosmed Place Col 07 Ref ZA168,for_rent,"Rs 600,000 /month",29 Oct 6:25 am,2022-10-29T06:25:30+05:30,2022-04-15T16:26:11.000Z,Commercial Property Rentals,Property,Colombo 7,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,February 2021,"{'Property type': 'Building', 'Address': 'Rosmed Place, Col 07', 'Size': '6,000 sqft'}",765b8447b8c0b5fd5027da030129879e06ca0e744dc8da21b44f8b7f29ff7305
"Commercial Property for Rent at Center Road, Jayanthipura | ikman","Our Reference No - LC 1306
(Please quote this reference number when inquiring)

RENT - Rs. 150,000

With the advantage of the location this premises is ideal for an offic...",650 sqft,commercial-property-for-rent-at-center-road-jayanthipura-for-rent-colombo-1,"Commercial Property for Rent at Center Road, Jayanthipura",for_rent,"Rs 150,000 /month",13 Feb 9:18 am,2023-02-13T09:18:51+05:30,2022-08-14T16:16:53.000Z,Commercial Property Rentals,Property,Battaramulla,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,May 2016,"{'Property type': 'Office', 'Address': 'JAYANTHIPURA', 'Size': '650 sqft'}",516860ba909827bb289f8fe9e0302c5fd77d3aac3181e7bf1b12792b376e8455
6400 Sq Ft Building for Rent in Colombo 7 | ikman,"Our Reference No - LC 1218 
(Please quote this reference number when inquiring)

40 meters to the Liberty roundabout 
The location is an added advantage as the prominence...","6,400 sqft",6400-sq-ft-building-for-rent-in-colombo-7-for-rent-colombo,6400 Sq Ft Building for Rent in Colombo 7,for_rent,"Rs 2,200,000 /month",14 Feb 4:53 pm,2023-02-14T16:53:33+05:30,2022-04-18T05:02:10.000Z,Commercial Property Rentals,Property,Colombo 7,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,May 2016,"{'Property type': 'Building', 'Address': 'Dharmapala Mawatha', 'Size': '6,400 sqft'}",516860ba909827bb289f8fe9e0302c5fd77d3aac3181e7bf1b12792b376e8455
Commercial Building for Rent in Colombo 05 (C7-2541) | ikman.lk,"Commercial Building for Rent in Colombo 05 (C7-2541)

Lobby Area / Dinning Area / 02 Bathrooms / 02 Office Rooms
Suitable For a Back Office / Audit or Accounting Firm etc...","1,200 sqft",commercial-building-for-rent-in-colombo-05-c7-2541-for-rent-colombo,Commercial Building for Rent in Colombo 05 (C7-2541),for_rent,"Rs 100,000 /month",31 Oct 11:53 pm,2022-10-31T23:53:52+05:30,2022-08-16T14:56:55.000Z,Commercial Property Rentals,Property,Colombo 5,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,July 2017,"{'Property type': 'Building', 'Address': 'Colombo 05 ', 'Size': '1,200 sqft'}",b4b076ef9d4bf8914958226ef6316ffbc7f287e5340fcd040d84add4cd43b5cd
Commercial Building for Rent at Ja-Ela | ikman.lk,"KANDANA  ( KAPUWATHTA  ) BRAND NEW COMMERCIAL  BUILDING  AVAILABLE FOR  LEASE  (  1ST FLOOR  ) SQ,FT  2000 / FULLY TILLED FLOOR  / SAPARATE ENTRANCE  / WASHROOMS  2  /  1...","2,000 sqft",commercial-building-for-rent-at-ja-ela-for-rent-gampaha,Commercial Building for Rent at Ja-Ela,for_rent,"Rs 80,000 /month",15 Nov 11:54 am,2022-11-15T11:54:49+05:30,2022-04-19T12:39:26.000Z,Commercial Property Rentals,Property,Kandana,LK-12,"{'id': 1577, 'name': 'Gampaha'}",False,False,False,True,False,False,False,plus,November 2016,"{'Property type': 'Building', 'Address': 'kapuwatta, Kandana.', 'Size': '2,000 sqft'}",d3e7ce60b1d7c1c4020bb2e54b705c059ac0f0ca09caa715c9a73bf601ec0c2c
Warehous For Rent in Wattala (C7-1861) | ikman.lk,"Warehouse For Rent in Wattala (C7-1861)

Warehouse for rent in Elakanda 
8000 Square feet's 
Can use for warehouse, Store, Tea factory, Vegetable storage, Garment.
500 m...","8,000 sqft",warehous-for-rent-in-wattala-c7-1861-for-rent-gampaha,Warehous For Rent in Wattala (C7-1861),for_rent,"Rs 300,000 /month",31 Oct 11:54 pm,2022-10-31T23:54:37+05:30,2022-08-20T12:20:59.000Z,Commercial Property Rentals,Property,Wattala,LK-12,"{'id': 1577, 'name': 'Gampaha'}",False,False,False,True,False,False,True,premium,July 2017,"{'Property type': 'Warehouse / Storage', 'Address': 'Wattala', 'Size': '8,000 sqft'}",b4b076ef9d4bf8914958226ef6316ffbc7f287e5340fcd040d84add4cd43b5cd
Commercial Building for Rent in Col 04 | ikman.lk,"Commercial Biulding Rent At Near House Fashion Duplication Road 
Colombo 04

Ideal For Office Building / Show Room ....

08 Perches 

3495 Sq.Ft 

Facing Duplication Road...","3,495 sqft",commercial-building-for-rent-in-col-04-for-rent-colombo,Commercial Building for Rent in Col 04,for_rent,"Rs 375,000 /month",25 Nov 12:03 pm,2022-11-25T12:03:11+05:30,2021-09-02T04:06:49.000Z,Commercial Property Rentals,Property,Colombo 4,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,July 2016,"{'Property type': 'Building', 'Address': 'Near House Of Fashion Duplication Road Colombo 04', 'Size': '3,495 sqft'}",8fd0cadb83d99e493b38b9d904e24ce91a73820f27b78e00a1ff6e7b7f0cd72c
Showroom Space For Rent in Colombo 9 | ikman.lk,"Showroom Space For Rent in Colombo 9
25 Perches
Previously was Rocell Showroom
Price : 500,000/=","5,000 sqft",showroom-space-for-rent-in-colombo-9-for-rent-colombo,Showroom Space For Rent in Colombo 9,for_rent,"Rs 500,000 /month",28 Oct 6:22 am,2022-10-28T06:22:43+05:30,2022-08-28T18:03:58.000Z,Commercial Property Rentals,Property,Colombo 9,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,February 2021,"{'Property type': 'Warehouse / Storage', 'Address': 'Baseline Road Colombo 9', 'Size': '5,000 sqft'}",765b8447b8c0b5fd5027da030129879e06ca0e744dc8da21b44f8b7f29ff7305
2000 Sqft Commercial Building for Rent in Hunupitiya (SNPLR) | ikman,"â¢ Our Reference No LC 1055
( Please quote this reference number when inquiring)

â¢ 2 story 2000 Sqft commercial building for rent facing Hunupitiya, New Road.
â¢ Covered p...","2,000 sqft",2000-sqft-commercial-building-for-rent-in-hunupitiya-snplr-for-rent-gampaha,2000 Sqft Commercial Building for Rent in Hunupitiya (SNPLR),for_rent,"Rs 340,000 /month",27 Feb 7:09 pm,2023-02-27T19:09:50+05:30,2021-10-30T08:33:19.000Z,Commercial Property Rentals,Property,Wattala,LK-12,"{'id': 1577, 'name': 'Gampaha'}",False,False,False,True,False,False,True,premium,May 2016,"{'Property type': 'Building', 'Address': 'Hunupitiya', 'Size': '2,000 sqft'}",516860ba909827bb289f8fe9e0302c5fd77d3aac3181e7bf1b12792b376e8455
2000 Sqft Building on 2P Land for Rent Facing Maradana Main Road | ikman,"Our Reference No LC 1108
 (Please quote this reference number when inquiring)

4 story building for rent facing main road of Maradana. 500 sqft per floor with separate ro...","2,000 sqft",2000-sqft-building-on-2p-land-for-rent-facing-maradana-main-road-for-rent-colombo,2000 Sqft Building on 2P Land for Rent Facing Maradana Main Road,for_rent,"Rs 150,000 /month",27 Feb 7:09 pm,2023-02-27T19:09:45+05:30,2021-08-31T09:30:45.000Z,Commercial Property Rentals,Property,Colombo 10,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,May 2016,"{'Property type': 'Building', 'Address': 'Maradana', 'Size': '2,000 sqft'}",516860ba909827bb289f8fe9e0302c5fd77d3aac3181e7bf1b12792b376e8455
Commercial Property for Lease at Havelock Road | ikman,"Our Reference No - LC 1216
(Please quote this reference number when inquiring)

RENT - Rs - 450,000
3000sqft
1 storey
Parking space for 7-8 vehicles 
Fully Renovated 
Jus...","3,000 sqft",commercial-property-for-lease-at-havelock-road-for-rent-colombo-1,Commercial Property for Lease at Havelock Road,for_rent,"Rs 450,000 /month",28 Dec 8:46 pm,2022-12-28T20:46:56+05:30,2022-03-01T10:54:42.000Z,Commercial Property Rentals,Property,Colombo 5,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,May 2016,"{'Property type': 'Building', 'Size': '3,000 sqft'}",516860ba909827bb289f8fe9e0302c5fd77d3aac3181e7bf1b12792b376e8455
(LD104) 03 Story Building Office space for rent Colombo 05 | ikman,"03 Story Building Office space for rent 
Off Thimbirigasyaya Road. Colombo 05 

3750 sqft

Up to 6 parking 

Three phase electricity 

Fully air-condition 

Former used b...","3,750 sqft",ld104-03-story-building-office-space-for-rent-colombo-05-for-rent-colombo,(LD104) 03 Story Building Office space for rent Colombo 05,for_rent,"Rs 400,000 /month",11 Jan 9:59 am,2023-01-11T09:59:04+05:30,2022-05-05T03:20:44.000Z,Commercial Property Rentals,Property,Colombo 5,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,July 2016,"{'Property type': 'Building', 'Address': 'Off Thimbirigasyaya Road.', 'Size': '3,750 sqft'}",8fd0cadb83d99e493b38b9d904e24ce91a73820f27b78e00a1ff6e7b7f0cd72c
Building (code 3379) for lease Kalutara | ikman.lk,"A THREE STORIED MODERN BUILDING FACING THE GALLE ROAD-KALUTARA NORTH-FOR LEASE 

LOCATION 

This building is situated in a highly commercialized and well secured convenie...","9,000 sqft",building-code-3379-for-lease-kalutara-for-rent-kalutara-1,Building (code 3379) for lease Kalutara,for_rent,"Rs 600,000 /month",10 Nov 2:03 pm,2022-11-10T14:03:15+05:30,2022-09-02T02:59:13.000Z,Commercial Property Rentals,Property,Kalutara City,LK,"{'id': 1620, 'name': 'Kalutara'}",False,False,False,True,False,False,True,premium,January 2020,"{'Property type': 'Building', 'Address': 'Galle rd', 'Size': '9,000 sqft'}",9c7d1495820ed6be43dcbc156acaa54719fe94d486001cf94865e0785a9bc986
Ofice space (code 3372) lease Col-02 | ikman.lk,"OFFICE SPACE ON THE THIRD FLOOR OF THE REGENT BUILDING AT SIR CHITAMPALAM A GARDINAR MAWATHA (OPP THE LAKE HOUSE)-COLOMBO-02-FOR LEASE
Â 
LOCATION
Â 
This building is situa...","2,400 sqft",ofice-space-code-3372-lease-col-02-for-rent-colombo,Ofice space (code 3372) lease Col-02,for_rent,"Rs 480,000 /month",10 Nov 2:03 pm,2022-11-10T14:03:18+05:30,2022-09-06T13:41:32.000Z,Commercial Property Rentals,Property,Colombo 2,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,January 2020,"{'Property type': 'Office', 'Address': 'Sir chithampalam A Garninar mw', 'Size': '2,400 sqft'}",9c7d1495820ed6be43dcbc156acaa54719fe94d486001cf94865e0785a9bc986
Building (code 3422) for lease Col 12 | ikman.lk,"Location map

A SEVEN BED ROOMED LUXURY AND SPACIOUS HOUSE AT SUBUTHIPURA-BATTARAMULLA-FOR SALE

Â 

LOCATION

Â 

This house is situated in a tranquil and peaceful highly...","5,280 sqft",building-code-3422-for-lease-col-12-for-rent-colombo,Building (code 3422) for lease Col 12,for_rent,"Rs 600,000 /month",13 Nov 8:50 am,2022-11-13T08:50:00+05:30,2022-09-09T10:03:08.000Z,Commercial Property Rentals,Property,Colombo 12,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,January 2020,"{'Property type': 'Building', 'Address': 'Sanchi Arachchiwatte gardens near Courts', 'Size': '5,280 sqft'}",9c7d1495820ed6be43dcbc156acaa54719fe94d486001cf94865e0785a9bc986
Building (code 3297) for lease Col-03 | ikman.lk,"A SIX STORIED MODERN BUILDING SITUATED FACING DUPLICATION ROAD (OPP THE GERMAN EMBASSY)-COLOMBO-03-FOR LEASE 

LOCATION 

This building is situated in a highly commercial...","7,500 sqft",building-code-3297-for-lease-col-03-for-rent-colombo-1,Building (code 3297) for lease Col-03,for_rent,"Rs 1,500,000 /month",13 Nov 8:50 am,2022-11-13T08:50:07+05:30,2022-09-10T03:33:31.000Z,Commercial Property Rentals,Property,Colombo 3,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,January 2020,"{'Property type': 'Building', 'Address': 'Duplication rd', 'Size': '7,500 sqft'}",9c7d1495820ed6be43dcbc156acaa54719fe94d486001cf94865e0785a9bc986
04 Story Commercial Building Rent At Col 07 | ikman,"04 Story Commercial Building Rent At Near Town Hall Colombo 07â¦â¦.

15000 sqft â¦

33 Perches â¦.

Ideal For Office Building / Stores / Rent At Office Building 

02 Building...","15,000 sqft",04-story-commercial-building-rent-at-col-07-for-rent-colombo-3,04 Story Commercial Building Rent At Col 07,for_rent,"Rs 2,500,000 /month",12 Jan 11:43 am,2023-01-12T11:43:32+05:30,2022-09-12T05:42:22.000Z,Commercial Property Rentals,Property,Colombo 7,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,July 2016,"{'Property type': 'Building', 'Address': 'Near Town Hall Colombo 07â\x80¦.', 'Size': '15,000 sqft'}",8fd0cadb83d99e493b38b9d904e24ce91a73820f27b78e00a1ff6e7b7f0cd72c
04 Story Commercial Building Rent At Col 07 | ikman,"04 Story Commercial Building Rent At Near Town Colombo 07

15000 sqft 

33 Perches 

Ideal For Office Building / Stores / Rent At Office Building 

02 Building 

1st Buil...","15,000 sqft",04-story-commercial-building-rent-at-col-07-for-rent-colombo,04 Story Commercial Building Rent At Col 07,for_rent,"Rs 2,500,000 /month",16 Mar 8:48 am,2023-03-16T08:48:54+05:30,2022-09-12T05:31:05.000Z,Commercial Property Rentals,Property,Colombo 7,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,July 2016,"{'Property type': 'Building', 'Address': 'Near Town Hall Colombo 07', 'Size': '15,000 sqft'}",8fd0cadb83d99e493b38b9d904e24ce91a73820f27b78e00a1ff6e7b7f0cd72c
(ld103) 03 Story Building Office Space for Rent Colombo 05 | ikman.lk,"03 Story Building Office space for rent 
Off Thimbirigasyaya Road. Colombo 05 

3750 sqft

Up to 6 parking 

Three phase electricity 

Fully air-condition 

Former used b...","3,750 sqft",ld103-03-story-building-office-space-for-rent-colombo-05-for-rent-colombo-1,(ld103) 03 Story Building Office Space for Rent Colombo 05,for_rent,"Rs 400,000 /month",16 Nov 1:22 am,2022-11-16T01:22:18+05:30,2022-05-05T03:20:55.000Z,Commercial Property Rentals,Property,Colombo 5,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,July 2016,"{'Property type': 'Building', 'Address': 'Off Thimbirigasyaya Road.', 'Size': '3,750 sqft'}",8fd0cadb83d99e493b38b9d904e24ce91a73820f27b78e00a1ff6e7b7f0cd72c
Third floor (code 3317) for lease Ratamalana | ikman.lk,"FIRST AND SECOND FLOOR OF A BUILDING FACING THE GALLE ROAD-RATMALANA-FOR LEASE
Â 
LOCATION

This building is situated in a highly commercialized  & well secured convenient...","2,000 sqft",third-floor-code-3317-for-lease-ratamalana-for-rent-colombo,Third floor (code 3317) for lease Ratamalana,for_rent,"Rs 60,000 /month",13 Nov 7:03 pm,2022-11-13T19:03:36+05:30,2022-09-14T02:02:00.000Z,Commercial Property Rentals,Property,Ratmalana,LK-11,"{'id': 1506, 'name': 'Colombo'}",False,False,False,True,False,False,True,premium,January 2020,"{'Property type': 'Office', 'Address': 'Galle road Maliban junction', 'Size': '2,000 sqft'}",9c7d1495820ed6be43dcbc156acaa54719fe94d486001cf94865e0785a9bc986
