URL,Title,Location,Price_Per_Month,Property Type,Bedrooms,Bathrooms/WCs,Floor area,Floor Number,Deposit,Min. lease term,Availability,Price per sq.ft.,Car parking spaces,Furnishing Status,Advance payment,Short term,Description,Features
https://www.lankapropertyweb.com/rentals/property_details-466165.html,"Havelock City - Furnished/Unfurnished 1,2,3 and 4 Bedroom Apartments for Rent - 400,000 LKR - 550,000 LKR ( Long Term )",Colombo 5,N/A,Apartment,3,2,1442 sq.ft.,N/A,2 Months,1 Years,Available now,N/A,1,Furnished,3 Months,No,"Property Details,  Brand New 1 , 2 , 3 , 4 Bedroom Apartments for RENT at Havelock City - Colombo by the Developer of Havelock City, Overseas Realty ( Ceylon ) PLC., Unit Features,,  Brand New,  Fully Air Conditioned,  Attached Bathrooms,  Modern Kitchen,  Central Gas,  Hot Water,  Separate Maid’s Room and Washroom, Key Features of the property,,  Swimming Pool,  Fully Equipped Two Gyms,  7 Acre Garden,  Mini Market,  Laundry,  Restaurant,  Multi-Purpose Court,  Saloon,  Function Halls,  Clubhouse and newly constructed Kid’s Play Area,  24 Hours Security,  International Shopping Mall","AC ROOMS, SWIMMING POOL, 24 HOUR SECURITY, BRAND NEW, LUXURY SPECS, INTERNET, CABLE/SAT TV, HOT WATER, 3 PHASE ELECTRICITY, GARAGE, OUTDOOR GARDEN, GYM, THEATRE, BACKUP GENERATOR, FIRE DETECTION, BALCONY, CLUB HOUSE, JOGGING TRACK, LAUNDRY, KIDS PLAY AREA, MINI MART, SPORT FACILITIES, CAFE / RESTAURANT, GARBAGE REMOVAL, MAID'S ROOM, MAID'S TOILET"
https://www.lankapropertyweb.com/rentals/property_details-5328482.html,"Fully Furnished Apartments Available For Rent At Havelock City LKR 325,000 - LKR 500,000 Per Month (Long Term)",Colombo 5,"Rs. 325,000($ 1,110)",Apartment,2,2,1119 sq.ft.,3,3 Months,1 Years,Available Now,Rs. 290 Per Month,1,Furnished,3 Months,No,"Property Details,  Brand New 1 , 2 , 3 , 4 Bedroom Apartments for RENT at Havelock City - Colombo by the Developer of Havelock City, Overseas Realty ( Ceylon ) PLC., Unit Features,,  Brand New,  Fully Air Conditioned,  Attached Bathrooms,  Modern Kitchen,  Central Gas,  Hot Water,  Separate Maid’s Room and Washroom, Key Features of the property,,  Swimming Pool,  Fully Equipped Two Gyms,  7 Acre Garden,  Mini Market,  Laundry,  Restaurant,  Multi-Purpose Court,  Saloon,  Function Halls,  Access to the Club House and newly constructed Kid’s Play Area,  24 Hours Security,  International Shopping Mall","AC ROOMS, SWIMMING POOL, 24 HOUR SECURITY, BRAND NEW, HOT WATER, OUTDOOR GARDEN, GYM, BACKUP GENERATOR, BALCONY, CLUB HOUSE, JOGGING TRACK, LAUNDRY, KIDS PLAY AREA, MINI MART, SPORT FACILITIES, GATED COMMUNITY, CAFE / RESTAURANT, MAID'S ROOM, MAID'S TOILET"
https://www.lankapropertyweb.com/rentals/property_details-5811308.html,3 Bedroom apartment for rent in Colombo 7 for 2500$ USD (Per Month),"Ward Place, Colombo 7","Rs. 770,000($ 2,500)",Apartment,3,2,1728 sq.ft.,15,N/A,2 Years,Available Now,Rs. 446 Per Month,2,Furnished,6 Months,No,"Property Details:, Location: Colombo 7 (Ward Place), Property Type: Fully Furnished Apartment (The Grand Residencies), Floor Area: 1,728 sq ft, Bedrooms: 3, Bathrooms: 2, Furnishing Status: Fully Furnished, Floor Number: 15, Deposit: 06 months, Min. Lease terms: 2 years, Availability: Available now, Price: 2500 USD, Car Parking Space: 02, Advanced Payment: 6 months, Short Term: No, Features & Amenities:, Bright living and dining with skyline views, Fully fitted modern kitchen, 71m infinity pool, lap pool, and kids’ pool, Gym, yoga deck, badminton court, Kids’ play area, gaming room, Spa, mini mart, and café, Meeting room and function hall, Walking path and Grand Bar, 24/7 security and concierge services, Reserved parking, Location Highlights:, Prestigious Ward Place, Colombo 7, Nestled in Colombo’s diplomatic and residential heart, Proximity to schools, hospitals, shopping, fine dining, and cultural landmark, Contact for more details.","AC ROOMS, SWIMMING POOL, 24 HOUR SECURITY, LUXURY SPECS, HOT WATER, GYM, BALCONY, KIDS PLAY AREA, ATTACHED TOILETS, CAFE / RESTAURANT, GARBAGE REMOVAL, INFINITY POOL"
https://www.lankapropertyweb.com/rentals/property_details-5837903.html,🏡 Spacious House for Rent in Ragama – Ideal for Family Living,Ragama,"Rs. 130,000",House,4,3,2500 sq.ft.,N/A,N/A,N/A,For Urgent Rent,N/A,1,Unfurnished,N/A,N/A,"Discover your next home in the peaceful and convenient neighborhood of Ragama. This generously sized property sits on 22 perches of land and offers a beautifully designed 2500 sqft house with modern comforts and ample space for a growing family., ✨ Property Features, 4 Well-Appointed Bedrooms – Bright, airy, and comfortable spaces perfect for rest and relaxation., 3 Modern Bathrooms + Separate Servant Bathroom – Designed for convenience and privacy., 2 Fully Equipped Pantries – Ideal for everyday cooking and entertaining guests., 2 Spacious Living Areas – Perfect for family gatherings, relaxing, or hosting friends., Rooftop Space – Enjoy tranquil evenings, outdoor dining, or future enhancements such as a rooftop garden., Garage – Secure parking with easy access to the property., Set in a calm residential environment yet close to essential amenities, this home offers the perfect balance of comfort and convenience., 💰 Monthly Rent: Rs. 130,000/=, A wonderful opportunity for those seeking a well-maintained and spacious residence in Ragama.","MAINLINE WATER, 3 PHASE ELECTRICITY, GARAGE, LAWN GARDEN, GATED COMMUNITY"
https://www.lankapropertyweb.com/rentals/property_details-5798242.html,Office space for rent in Nugegoda- Owner Posted,Nugegoda,"Rs. 540,000",Office space,N/A,7,6000 sq.ft.,N/A,6 Months,2 Years,Available Now,Rs. 90 Per Month,6,N/A,1 Months,No,"☆☆Brand-new condition modern property for long term rent as back office space/ commercial purpose.☆☆, ● Ideal for : Back office, software company/IT firm, Tv channel/ production, work station, etc, ● Can utilize as three separate departments or can register max. up to three companies (having separate entrance in the same building/ three assessment numbers/ three CEB meters/ water meters/ water tanks, etc., ☆ Office premises (6,000sqft +) =540K, ■ Office premises with separate entrance, ■ Two floors including 03 main halls : Can use for open workstations & one conference room., ■ 08 office rooms : Can use as workstations or departments wise & Manager room with attached B/R., ■ 03 Open modern pantries : can use for file stores/snacks arear., ■ 07 Executive bathrooms with hot water : Can use as Ladies/ Gent/ client wise., ■ 03 labor rooms & their bathrooms : can use Male, Female labor wise., ■ Kitchen with Separate lunch area., ■ Large roof terrace for Leisure., ■ Apprx. 30 staff.*, ■ Max. 06-08 indoor car parking slots *, ■ High standard of fittings and fixtures., ■ 24 hours CCTV security system, ***********************, ☆ Office premises (3,000sqft +) =345K (Optional), ▪︎ Office premises with separate entrance in 2nd floor., ▪︎ 02 main halls for open workstation & for conference room., ▪︎ 03 office rooms : Can use as workstations or departments wise & Manager room with attached B/R., ▪︎ 02 Open modern pantries : can use for lunch area and for file storage.., ▪︎ 03 Executive bathrooms with hot water : : Can use as Ladies/ Gent/ client wise., ▪︎ 01 labor room & a bathroom., ▪︎ Appx.15 staff.*, ▪︎ Indoor car parking slots.*, ***********************, ☆ Easy access to :, Walking distance to Kohuwala town, bus station, banks, fuel and gas stations. Walking distance to all supermarkets (Apico, Keels, Cargills, spar). Very close proximity to private and government hospitals/ pharmacies and schools. Many shopping malls (Odel, Kelly Felder, cool planet, etc) restaurants, gym (Body by kris ) all close proximity area., ■ Prefer 05 years contact, ■ 06 months security deposit., ■ Rs 12,000 per month maintenance fee., ■ Contact Owner : Fernando 071,392,4001","24 HOUR SECURITY, 3 PHASE ELECTRICITY, ON-SITE PARKING"
https://www.lankapropertyweb.com/rentals/property_details-5442585.html,3 Bedroom Fully Furnished & Unfurnished Apartments for Rent In Havelock City - ( Long Term ),Colombo 5,"Rs. 400,000($ 1,365)",Apartment,3,2,1302 sq.ft.,N/A,3 Months,1 Years,Available Now,Rs. 307 Per Month,1,Furnished,3 Months,No,"Property Details,  Brand New 1 , 2 , 3 , 4 Bedroom Apartments for RENT at Havelock City - Colombo by the Developer of Havelock City, Overseas Realty ( Ceylon ) PLC., Unit Features,,  Brand New,  Fully Air Conditioned,  Attached Bathrooms,  Modern Kitchen,  Central Gas,  Hot Water,  Separate Maid’s Room and Washroom, Key Features of the property,,  Swimming Pool,  Fully Equipped Two Gyms,  7 Acre Garden,  Mini Market,  Laundry,  Restaurant,  Multi-Purpose Court,  Saloon,  Function Halls,  Access to the Club House and newly constructed Kid’s Play Area,  24 Hours Security,  International Shopping Mall","AC ROOMS, SWIMMING POOL, 24 HOUR SECURITY, BRAND NEW, HOT WATER, OUTDOOR GARDEN, GYM, CLUB HOUSE, LAUNDRY, KIDS PLAY AREA, MINI MART, CAFE / RESTAURANT, MAID'S ROOM, MAID'S TOILET"
https://www.lankapropertyweb.com/rentals/property_details-5834635.html,The Elements - 04 Bedroom Furnished Apartment for Rent in Rajagiriya (FTR5316),Rajagiriya,"Rs. 425,000",Apartment,4,3,2030 sq.ft.,N/A,N/A,N/A,Available Now,Rs. 209 Per Month,N/A,Furnished,N/A,N/A,N/A,N/A
https://www.lankapropertyweb.com/rentals/property_details-5841391.html,606 The Address - 02 Bedroom Unfurnished Apartment for Rent in Colombo 03 (FTR5410),Colombo 3,"Rs. 300,000",Apartment,2,2,1050 sq.ft.,N/A,N/A,N/A,Available Now,Rs. 286 Per Month,N/A,Unfurnished,N/A,N/A,N/A,N/A
https://www.lankapropertyweb.com/rentals/property_details-5841947.html,Tri-Zen - 02 Bedroom Furnished Apartment for Rent in Colombo 02 (FTR5386),Colombo 2,"Rs. 375,000",Apartment,2,1,726 sq.ft.,N/A,N/A,N/A,Available Now,Rs. 517 Per Month,N/A,Furnished,N/A,N/A,N/A,N/A
https://www.lankapropertyweb.com/rentals/property_details-5834723.html,Cinnamon Life Unfurnished Apartment for Rent - A41753,"Cinnamon Life, Colombo 2","Rs. 1,070,000($ 3,500)",Apartment,3,4,3085 sq.ft.,N/A,N/A,N/A,Available Now,Rs. 347 Per Month,N/A,Unfurnished,N/A,No,N/A,"AC ROOMS, BEACHFRONT / SEA VIEW, SWIMMING POOL, 24 HOUR SECURITY, HOT WATER, 3 PHASE ELECTRICITY, GYM, MAID'S ROOM, MAID'S TOILET"
https://www.lankapropertyweb.com/rentals/property_details-5833712.html,Trizen Furnished Apartment for Rent - A45279,"Union Place, Colombo 2","Rs. 510,000($ 1,650)",Apartment,3,2,1041 sq.ft.,N/A,N/A,N/A,Available Now,Rs. 490 Per Month,N/A,Furnished,N/A,No,N/A,"AC ROOMS, SWIMMING POOL, 24 HOUR SECURITY, 3 PHASE ELECTRICITY, GYM"
https://www.lankapropertyweb.com/rentals/property_details-5832607.html,Altair Furnished Apartment for Rent - A44767,"Altair , Colombo 2","Rs. 750,000",Apartment,3,3,1650 sq.ft.,N/A,N/A,N/A,Available Now,Rs. 455 Per Month,N/A,Furnished,N/A,No,N/A,"AC ROOMS, SWIMMING POOL, 24 HOUR SECURITY, 3 PHASE ELECTRICITY, GYM, MAID'S ROOM, MAID'S TOILET"
https://www.lankapropertyweb.com/rentals/property_details-5716908.html,"Modern Office Spaces (2000 sqft to 18,000 sqft) For Rent in Colombo","Balapokuna Road, Colombo 5",N/A,Office space,N/A,10,"18,000 sq.ft.",N/A,6 Months,1 Years,Available Now,N/A,10,N/A,N/A,N/A,"🌟 Premium Office Space in Colombo 05 – Available Now! 🌟, We have multiple units available, ranging from 2,000 to 18,000 sqft, ideal for office use., Units Available, 2100 sqft, 2200 sqft, 2300 sqft, 4500 sqft, 7000 sqft, 18,000 sqft, Key Features:, ✨ A-Grade Building: Stunning, modern architecture that makes a lasting impression, 🛡️ 24/7 Security: Safe and secure environment for peace of mind, ⬆️ Passenger Elevators: Quick and convenient access for clients and team members, 🚗 On-Site Parking: Ample space for both employees and visitors, 🛋️ Modern Amenities: Thoughtfully designed for maximum comfort and efficiency, 🔋 Backup Generator: Ensuring uninterrupted operations, 🌬️ Daikin VRV Central AC System: Efficient Energy use and Superior Cooling for a consistently comfortable workspace, 🌇 Higher View: Enjoy scenic views to create an inspiring work atmosphere, 🚏 Prime Accessibility: A short walk from High-Level Road and close to the 120 bus route (Dutugemunu Street), Ideal for growing businesses seeking a professional and polished environment. This exceptional office space is the upgrade you've been waiting for—don’t miss out!, 📞 Contact us today to learn more and schedule your viewing!","24 HOUR SECURITY, INTERNET, 3 PHASE ELECTRICITY, CENTRAL AC, BACKUP GENERATOR, FIRE DETECTION, FIBER INTERNET, ON-SITE PARKING, LIFTS, GRADE A FACILITIES"
https://www.lankapropertyweb.com/rentals/property_details-5844543.html,Modern 2 bedroom Apartment for rent in Kadawatha,"Peramuna Mawatha, Kadawatha","Rs. 85,000",Apartment,2,1,1000 sq.ft.,1,N/A,12 Months,Available Now,Rs. 85 Per Month,1,Unfurnished,6 Months,No,"🏠 2-Bedroom Apartment for Rent – Kadawatha, Luxury 2-bedroom apartment with imported finishes, close to highway & in a peaceful gated neighbourhood — ideal for those seeking comfort, privacy and convenience., ✨ Key Features, • Bedrooms: 2 spacious bedrooms, • Bathrooms: [specify number — e.g. 2 bathrooms / 1 ensuite + 1 common], • Interior finishing: High-end finish with imported tiles, giving a modern and elegant look throughout., • Utilities: Comes with hot-water units (ideal for Sri Lankan climate and comfort)., • Security & Privacy: Located in a quiet, peaceful neighbourhood. The apartment grounds are surrounded by walls, with remote gates for secure access — ensuring privacy and safety., • Location & Access: Close to the main highway — convenient for commuting and easy access to city and surrounding areas., • Neighbourhood: Calm and residential, away from heavy traffic/noise — ideal for families or working professionals seeking tranquility.",PET FRIENDLY
https://www.lankapropertyweb.com/rentals/property_details-5826589.html,"5 Bedroom House for Rent in Colombo 3, R4813","Bagathale Road, Colombo 3","Rs. 1,500,000",House,8,6,7000 sq.ft.,N/A,N/A,N/A,Available Now,N/A,8,Unfurnished,N/A,No,N/A,"AC ROOMS, 24 HOUR SECURITY, LUXURY SPECS, HOT WATER, MAINLINE WATER, 3 PHASE ELECTRICITY, HOME SECURITY SYSTEM, GARAGE, LAWN GARDEN, ATTACHED TOILETS, MAID'S ROOM, MAID'S TOILET, OVERHEAD WATER STORAGE"
https://www.lankapropertyweb.com/rentals/property_details-5802078.html,"3 Bedroom House for Rent in Embuldeniya, R50489",Embuldeniya,"Rs. 300,000",House,3,4,4000 sq.ft.,N/A,N/A,N/A,Available Now,N/A,3,Unfurnished,N/A,No,N/A,"AC ROOMS, 24 HOUR SECURITY, LUXURY SPECS, HOT WATER, MAINLINE WATER, 3 PHASE ELECTRICITY, HOME SECURITY SYSTEM, ROOF TOP GARDEN, GARAGE, LAWN GARDEN, ATTACHED TOILETS, MAID'S ROOM, MAID'S TOILET, OVERHEAD WATER STORAGE"
https://www.lankapropertyweb.com/rentals/property_details-5844409.html,Fully Furnished Apartment at 606 The Address for Rent,"Galle Road, Colombo 3","Rs. 1,240,000($ 4,000)",Apartment,3,3,2500 sq.ft.,N/A,6 Months,1 Years,Available Now,Rs. 496 Per Month,N/A,Furnished,6 Months,No,"Luxury 3-Bedroom Fully Furnished Apartment for Rent – 606 The Address, Colombo 3, Bedrooms: 3, Bathrooms: 3, Size: 2500 sqft, Maid’s room with washroom, Fully furnished, Modern living & dining area, Fully fitted kitchen, Rental Details:, Rent: USD 4000 per month, Advance: 6 months, Security deposit: 6 months, Experience elevated living at the highest floor of 606 The Address, offering unmatched city and ocean views from one of Colombo’s most prestigious developments., Exclusive Amenities Include:, Grand Lobby, Exclusive Banquet Hall, Concierge Service, Ample Visitor's Car Park, Recreational Game Space, Temperature Controlled Pool & Jacuzzi, Children's Play Area, In House Super Market, Laundry Service, Cafe Restaurant, Advanced Security System, High Speed Intelligent Vertical Destination Lifts, The 800+ foot tall Residential Tower is the epitome of space, style, and magnificence., Blending contemporary designs with technology, the enthralling edifice stands tall overlooking the Indian Ocean and the cosmopolitan city of Colombo., Balancing aesthetics with function, 606 The Address sets a new benchmark in modern architecture., The tower features an exquisite, meticulously planned collection of residences combining aesthetic elegance and luxury finishes to offer utmost comfort and function., Locations close by:, In close proximity to Port City, Galle Face, and central business hubs, Surrounded by premium retail outlets, fine dining, supermarkets, and top hotels, Convenient access to major roads and transport networks","AC ROOMS, BEACHFRONT / SEA VIEW, SWIMMING POOL, 24 HOUR SECURITY, BRAND NEW, HOT WATER, GYM, KIDS PLAY AREA, MINI MART, BUSINESS CENTER, PET FRIENDLY, GATED COMMUNITY, GARBAGE REMOVAL, INFINITY POOL, MAID'S ROOM, MAID'S TOILET"
https://www.lankapropertyweb.com/rentals/property_details-5843835.html,Capitol Twin Peaks Furnished Apartment for Rent- A36686,"Capitol Twin Peaks, Colombo 2","Rs. 660,000($ 2,200)",Apartment,3,2,1250 sq.ft.,N/A,N/A,N/A,Available Now,Rs. 528 Per Month,N/A,Furnished,N/A,No,N/A,"AC ROOMS, BEACHFRONT / SEA VIEW, 24 HOUR SECURITY, 3 PHASE ELECTRICITY, MAID'S ROOM"
https://www.lankapropertyweb.com/rentals/property_details-5834974.html,Colombo City Centre Furnished Apartment for Rent - A48499,"Colombo City Center, Colombo 2","Rs. 609,000($ 2,000)",Apartment,2,2,1249 sq.ft.,N/A,N/A,N/A,Available Now,Rs. 488 Per Month,N/A,Furnished,N/A,No,N/A,"AC ROOMS, BEACHFRONT / SEA VIEW, SWIMMING POOL, 24 HOUR SECURITY, 3 PHASE ELECTRICITY, GYM"
https://www.lankapropertyweb.com/rentals/property_details-5839467.html,Cinnamon Life Furnished Apartment for Rent - A18283,"Cinnamon Life , Colombo 2","Rs. 550,000",Apartment,2,2,1250 sq.ft.,N/A,N/A,N/A,Available Now,Rs. 440 Per Month,N/A,Furnished,N/A,No,N/A,"AC ROOMS, SWIMMING POOL, 24 HOUR SECURITY, 3 PHASE ELECTRICITY, WATERFRONT / RIVERSIDE, GYM"
https://www.lankapropertyweb.com/rentals/property_details-5839578.html,Cinnamon Life Furnished Apartment for Rent- A42874,"Cinnamon Life, Colombo 2","Rs. 850,000($ 2,800)",Apartment,2,2,1259 sq.ft.,N/A,N/A,N/A,Available Now,Rs. 675 Per Month,N/A,Furnished,N/A,No,N/A,"AC ROOMS, BEACHFRONT / SEA VIEW, 24 HOUR SECURITY, 3 PHASE ELECTRICITY"
https://www.lankapropertyweb.com/rentals/property_details-5839596.html,Colombo City Centre Furnished Apartment for Rent - A10668,"Colombo City Center, Colombo 2","Rs. 569,000",Apartment,2,2,1302 sq.ft.,N/A,N/A,N/A,Available Now,Rs. 437 Per Month,N/A,Furnished,N/A,No,N/A,"AC ROOMS, SWIMMING POOL, 24 HOUR SECURITY, 3 PHASE ELECTRICITY, GYM, MAID'S ROOM, MAID'S TOILET"
https://www.lankapropertyweb.com/rentals/property_details-5840067.html,Altair Furnished Apartment for Rent - A44936,"Altair , Colombo 2","Rs. 680,000($ 2,250)",Apartment,3,2,1661 sq.ft.,N/A,N/A,N/A,Available Now,Rs. 409 Per Month,N/A,Furnished,N/A,No,N/A,"AC ROOMS, 24 HOUR SECURITY, 3 PHASE ELECTRICITY, WATERFRONT / RIVERSIDE, MAID'S ROOM, MAID'S TOILET"
https://www.lankapropertyweb.com/rentals/property_details-5842624.html,Shangri-La Furnished Apartment for Rent - A34502,Colombo 2,"Rs. 772,000($ 2,500)",Apartment,2,2,1727 sq.ft.,N/A,N/A,N/A,Available Now,Rs. 447 Per Month,N/A,N/A,N/A,N/A,N/A,"AC ROOMS, 24 HOUR SECURITY, 3 PHASE ELECTRICITY, MAID'S ROOM, MAID'S TOILET"
https://www.lankapropertyweb.com/rentals/property_details-5835617.html,3 BR Waterfront Residences for Rent in Rajagirya - PDA372,Rajagiriya,"Rs. 300,000",Apartment,3,2,1700 sq.ft.,N/A,N/A,N/A,Available Now,Rs. 176 Per Month,N/A,Furnished,N/A,N/A,"3 BR Waterfront Residences for Rent in Rajagirya - PDA372, ￭ Rajagiriya, ￭ Fairway Residencies, ￭ 3 Bedrooms, ￭ 3 Bathrooms, ￭ Fully Furnised, ￭ Maids Room, ￭ Maid Washroom, ￭ City View, ￭ Balcony, ￭ Swimming Pool & GYM, ￭ 1700 sqft, ￭ 24 hour's Security, Rent Rs 300,000 (Per Month), Property Code: PDA372, (please mention the property code when calling)",N/A
https://www.lankapropertyweb.com/rentals/property_details-5775883.html,"Luxury 4-Bedroom Villa for Rent in Galle – Rs. 360,000 per Month","Badie Road, Galle, Sri Lanka","Rs. 360,000($ 1,200)",Villa,4,3,4000 sq.ft.,N/A,2 Months,1 Years,For Urgent Rent,N/A,4,N/A,2 Months,No,"Luxury 4-Bedroom Villa for Rent in Galle – Halcyon Residencies (Gated Community), Experience refined living in this fully upgraded, turnkey 4-bedroom, 3-bathroom detached villa located within the prestigious Halcyon Residencies, Karapitiya, Galle., 🏡 Property Highlights:, Land Extent: 27.44 perches (one of the largest premium lots in the community), Built-Up Area: Approx. 4,000 sq. ft. (including fully finished basement/servant quarters), Rental: Rs. 360,000 per month, ✨ Features & Interiors:, Spacious foyer with 10-ft ceilings and super titanium flooring throughout, Custom teak kitchen with granite countertops, large centre island, and premium appliances – oven, microwave, induction cooktop, and fridge, Open-concept family room ideal for entertaining and everyday living, Elegant wood plank lunumidalla ceiling, solid teak doors & windows, kubuk staircase, and Häfele sliding door hardware, Clay tile roof with zinc aluminum layer for added durability, 🛏️ Bedrooms & Bathrooms:, 4 generously sized A/C bedrooms with built-in closets, Primary suite with walk-in closet and luxury ensuite (soaker tub + glass shower), Additional 4-piece bathroom upstairs and 3-piece guest bathroom on the ground floor, Convenient ground-floor bedroom ideal for guests or elderly family members, 🌴 Outdoor Living:, Beautifully landscaped gardens, fully interlocked front to back, Private in-ground swimming pool – perfect for relaxing or entertaining, 📍 Location:, Nestled in the highly sought-after Karapitiya neighborhood – one of Galle’s fastest-growing areas – with close proximity to top-rated schools, shopping centers, fitness facilities, and daily conveniences., This stunning villa blends luxury, comfort, and convenience in one exceptional home.","AC ROOMS, SWIMMING POOL, 24 HOUR SECURITY, BRAND NEW, LUXURY SPECS, HOT WATER, MAINLINE WATER, 3 PHASE ELECTRICITY, HOME SECURITY SYSTEM, GARAGE, LAWN GARDEN, ATTACHED TOILETS, GATED COMMUNITY, MAID'S ROOM, MAID'S TOILET, OVERHEAD WATER STORAGE"
https://www.lankapropertyweb.com/rentals/property_details-5833422.html,House for Rent in Kaduwela – Nawagamuwa Road,"Nawagamuwa road, Kaduwela","Rs. 120,000($ 394)",House,5,3,2250 sq.ft.,N/A,N/A,N/A,Available Now,N/A,1,Furnished,N/A,N/A,"🛏️ 5 Bedrooms (including 2 with A/C), 🛁 3 Bathrooms (1 attached), 🏠 Two-storied new house on 8.4 perches, 🌇 Rooftop area and laundry room, 🪑 Comes fully furnished, 📦 Includes store room, Ground floor 1200sq.ft, First floor 1050sq.ft, Total floor area 2250 sq,ft, 📍 Conveniently located on Nawagamuwa Road, Kaduwela, 💰 Rent: Rs. 120,000 per month, Perfect for families seeking a modern, comfortable, and well-located home","MAINLINE WATER, ATTACHED TOILETS, MAID'S TOILET"
https://www.lankapropertyweb.com/rentals/property_details-5821294.html,Brand New 20000 sq.ft. Facility with Fully AC for Rent — Ideal for an Education or Training Center,"no 12 Jayasinghe Road, Colombo 5",Rs. 175,Multipurpose,N/A,10,20000 sq.ft.,N/A,6 Months,1 Years,Available Now,Rs. 175,10,N/A,N/A,N/A,"Brand-new 20000 sq.ft. commercial facility, perfectly suited for an education center, training institute, or any organization seeking a modern, well-equipped space., The property offers ample room to accommodate classrooms, administrative offices, and student facilities, with additional space for recreational or sports use., 📍 Key Highlights:, ✅ Brand New Commercial Building, ✅ Space available for a basketball court, ✅ 6,000 sq.ft on the Ground Floor, ✅ 20,000 sq.ft total across 4 floors, ✅ Cassette-type air-conditioning for a cool, comfortable environment, ✅ Ample parking (15 nos) for staff and visitors, ✅ Dual access from Jayasinghe Road and Balapokuna Place, ✅ Conveniently located just a short walk from High-Level Road, 📞 Contact us today for more details or to schedule a viewing!","3 PHASE ELECTRICITY, BACKUP GENERATOR, FIRE DETECTION, ON-SITE PARKING, LIFTS"
https://www.lankapropertyweb.com/rentals/property_details-5825726.html,Trizen/furnished/02beds/for rent in Colombo-02.,Colombo 2,"Rs. 375,000",Apartment,2,2,726 sq.ft.,N/A,N/A,N/A,Available Now,Rs. 517 Per Month,1,Furnished,N/A,N/A,"SHK A734, # Details of the unit #, Colombo-02, Trizen Apartments, * 02 bedrooms, * 02 washroom, * 726 sqft, * Higher floor, * Fylly furnished unit, ▪︎▪︎ Fully airconditioned apartment, ♡ Galle Face & Port city views, * Tower- 01, * Open kitchen, ▪︎▪︎▪︎ Flooring ▪︎▪︎▪︎, Pantries, Bedrooms - Porcelain Tiles, Fitted Pantry, Living- Porcelain Tiles, Kitchen - Porcelain Tiles, ▪︎▪︎▪︎ Bathrooms ▪︎▪︎▪︎, Hansgrohe Accessories, Duravit Sanitary Fittings, ▪︎▪︎▪︎ Other Specifications ▪︎▪︎▪︎, Veneer Finish Engineered Timber Door, Aluminium Glazed Windows & Sliding Doors, Hot Water System, Central Gas System, 》 Swimming pool & modern Gym, ■ 375000/= per month",N/A
https://www.lankapropertyweb.com/rentals/property_details-5844182.html,Multipurpose building for rent,"Galle road, Rathmalana","Rs. 225,000",Multipurpose,N/A,2,2000 sq.ft.,N/A,None,None,Available Now,Rs. 113 Per Month,1,N/A,N/A,No,N/A,"24 HOUR SECURITY, 3 PHASE ELECTRICITY, ON-SITE PARKING"
https://www.lankapropertyweb.com/rentals/property_details-5819049.html,Office Space 4000 plus sqft Commercial Building Semi Furnished for Rent Galle Road Colombo 4 Bambalapitiya Sri Lanka,"Galle Road, Colombo 4","Rs. 800,000($ 2,600)",Office space,N/A,2,4000 sq.ft.,N/A,N/A,N/A,Available Now,Rs. 200 Per Month,3,N/A,N/A,No,"R234, Office Space Building Facing Galle Road for Rent Colombo 4, / Lift / ACs / Some Furniture / Generator / Parking, Office Space for Rent in a Commercial Building, 3rd Floor for rent, 4000 sqft plus, Lift, ACs and Generator, 3 indoor parking, Rental per month, 800k (Negotiable), 2000 sqft office space, 400k rent, #officeSpcace #colomboofficespace","24 HOUR SECURITY, INTERNET, 3 PHASE ELECTRICITY, CENTRAL AC, BACKUP GENERATOR, FIRE DETECTION, FIBER INTERNET, ON-SITE PARKING, LIFTS, GRADE A FACILITIES"
https://www.lankapropertyweb.com/rentals/property_details-5835910.html,"Facing to main Road - Single Building for Rent , Colombo 3",Colombo 3,N/A,Office space,N/A,4,12000 sq.ft.,N/A,N/A,N/A,Available Now,N/A,N/A,N/A,N/A,N/A,N/A,"3 PHASE ELECTRICITY, CENTRAL AC, BACKUP GENERATOR, FIRE DETECTION, LIFTS"
https://www.lankapropertyweb.com/rentals/property_details-5841927.html,"2-Bedroom Fully Furnished Apartment Long-Term Rental in Boswell Place , Colombo 06.","Boswell Place, Colombo 6","Rs. 175,000",Apartment,2,2,900 sq.ft.,7,N/A,6 Months,Available Now,Rs. 194 Per Month,1,Furnished,1 Months,No,"2-Bedrooms Brand New Furnished Apartment For Long-Term Rental in Wellawatte. ( Code CLGT 702), Location: Boswell Place , Colombo-06., Property Details:, -	2 Bedrooms, -	1 Attached Washroom, -	1 Common Washroom, -	1 Dedicated Car Parking Space, sq ft, city & sea View, Rental:, -	Per Month 175,000 + Maintenance + Bills, Additional Information:, -	Central Location with Easy Access to City Amenities, We Have More Apartments:, -	Discover our range of apartments in various prime locations.","AC ROOMS, BEACHFRONT / SEA VIEW, 24 HOUR SECURITY, BRAND NEW, LUXURY SPECS, CABLE/SAT TV, HOT WATER, 3 PHASE ELECTRICITY, HOME SECURITY SYSTEM, GARAGE, BACKUP GENERATOR, FIRE DETECTION, BALCONY, LP GAS, ATTACHED TOILETS, GATED COMMUNITY, GARBAGE REMOVAL, OVERHEAD WATER STORAGE"
